"","MAG","SampleID","Site","Domain_GTDB","Phylum_GTDB","Class_GTDB","Order_GTDB","Family_GTDB","Genus_GTDB","Species_GTDB","Completeness....","Contamination....","Strain.Heterogeneity....","Size..Mbp.","No..Of.Contigs","GC.Content....","N50","NCBI_Sample_Name","Domain_NCBI","Phylum_NCBI","Class_NCBI","Order_NCBI","Family_NCBI","Genus_NCBI","Species_NCBI","NCBI_Organism","BioProject","accession","year"
"365","samp_4435_metabat2_39","samp_4435","17. Southern Mid-Gulf","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","UBA1268","QWPN01","",78.16,10.53,68.18,3.020399,596,71.5,5971,"QWPN01 sp._LV_26_17. Southern Mid-Gulf_2023","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA,"Planctomycetia bacterium","PRJNA1119566","SAMN41711866",2023
"366","samp_4435_metabat2_3","samp_4435","17. Southern Mid-Gulf","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","JJ008","JJ008 sp903879995",84.5,0.83,66.67,1.561308,140,41.8,17903,"JJ008 sp903879995_LV_26_17. Southern Mid-Gulf_2023","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41711867",2023
"367","samp_4435_metabat2_42","samp_4435","17. Southern Mid-Gulf","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","SYFN01","",77.37,5.55,60,2.109068,482,55.1,4817,"SYFN01 sp._LV_26_17. Southern Mid-Gulf_2023","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae",NA,NA,"Burkholderiaceae bacterium","PRJNA1119566","SAMN41711868",2023
"368","samp_4435_metabat2_4","samp_4435","17. Southern Mid-Gulf","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","PALSA-555","CAIUKV01","",78.54,0.52,0,2.707214,404,71.6,8341,"CAIUKV01 sp._LV_26_17. Southern Mid-Gulf_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711869",2023
"369","samp_4435_metabat2_59","samp_4435","17. Southern Mid-Gulf","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","BACL27","",78.87,15.73,90,2.08068,504,49.9,4407,"BACL27 sp._LV_26_17. Southern Mid-Gulf_2023","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae",NA,NA,"Acidimicrobiaceae bacterium","PRJNA1119566","SAMN41711870",2023
"370","samp_4435_metabat2_65","samp_4435","17. Southern Mid-Gulf","Bacteria","Cyanobacteria","Cyanobacteriia","PCC-6307","Cyanobiaceae","Cyanobium","",85.11,3.22,42.86,3.254521,576,65.3,6757,"Cyanobium sp._LV_26_17. Southern Mid-Gulf_2023","Bacteria","Cyanobacteriota",NA,NA,NA,NA,NA,"Cyanobacteriota bacterium","PRJNA1119566","SAMN41711871",2023
"371","samp_4435_metadecoder_560","samp_4435","17. Southern Mid-Gulf","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","IMCC26077","IMCC26077 sp016870715",83.39,3.43,54.55,1.261918,142,50,10898,"IMCC26077 sp016870715_LV_26_17. Southern Mid-Gulf_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711872",2023
"372","samp_4435_metadecoder_634","samp_4435","17. Southern Mid-Gulf","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","","",85.94,5.7,33.33,2.29951,374,70.2,6858,"Ilumatobacteraceae bacterium_LV_26_17. Southern Mid-Gulf_2023","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales",NA,NA,NA,"Acidimicrobiales bacterium","PRJNA1119566","SAMN41711873",2023
"373","samp_4435_metadecoder_655","samp_4435","17. Southern Mid-Gulf","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","VGZA01","",94.95,1.15,0,5.194727,360,58,19319,"VGZA01 sp._LV_26_17. Southern Mid-Gulf_2023","Bacteria","Planctomycetota",NA,NA,NA,NA,NA,"Planctomycetota bacterium","PRJNA1119566","SAMN41711874",2023
"374","samp_4435_metadecoder_703","samp_4435","17. Southern Mid-Gulf","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","","",88.32,3.92,14.29,2.128567,122,68,24722,"Ilumatobacteraceae bacterium_LV_26_17. Southern Mid-Gulf_2023_1","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales",NA,NA,NA,"Acidimicrobiales bacterium","PRJNA1119566","SAMN41711875",2023
"375","samp_4435_semibin_209","samp_4435","17. Southern Mid-Gulf","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","PNKF01","PNKF01 sp016871915",83.42,3.4,75,1.770173,286,68.3,7389,"PNKF01 sp016871915_LV_26_17. Southern Mid-Gulf_2023","Bacteria","Gemmatimonadota",NA,NA,NA,NA,NA,"Gemmatimonadota bacterium","PRJNA1119566","SAMN41711876",2023
"376","samp_4435_semibin_216","samp_4435","17. Southern Mid-Gulf","Bacteria","Cyanobacteria","Cyanobacteriia","PCC-6307","Cyanobiaceae","Vulcanococcus","",82.1,6.17,58.82,2.126092,316,68.5,7964,"Vulcanococcus sp._LV_26_17. Southern Mid-Gulf_2023","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae",NA,NA,"Synechococcaceae bacterium","PRJNA1119566","SAMN41711877",2023
"377","samp_4435_semibin_262","samp_4435","17. Southern Mid-Gulf","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","PALSA-610","","",96.58,3.94,16.67,2.489693,211,71.7,16410,"PALSA-610 bacterium_LV_26_17. Southern Mid-Gulf_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711878",2023
"378","samp_4435_semibin_271","samp_4435","17. Southern Mid-Gulf","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Fonsibacter","Fonsibacter sp016882225",91.57,0,0,1.011617,79,29.7,21086,"Fonsibacter sp016882225_LV_26_17. Southern Mid-Gulf_2023","Bacteria","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales",NA,NA,NA,"Candidatus Pelagibacterales bacterium","PRJNA1119566","SAMN41711879",2023
"379","samp_4435_semibin_299","samp_4435","17. Southern Mid-Gulf","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter","Polynucleobacter sp009928245",81.23,2.79,62.5,1.594235,215,47.5,9662,"Polynucleobacter sp009928245_LV_26_17. Southern Mid-Gulf_2023","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae",NA,NA,"Burkholderiaceae bacterium","PRJNA1119566","SAMN41711880",2023
"380","samp_4435_semibin_306","samp_4435","17. Southern Mid-Gulf","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylopumilus","",78.73,2.58,100,1.008737,145,36.3,9159,"Methylopumilus sp._LV_26_17. Southern Mid-Gulf_2023","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria bacterium","PRJNA1119566","SAMN41711881",2023
"381","samp_4435_semibin_307","samp_4435","17. Southern Mid-Gulf","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","UBA1268","F1-20-MAGs016","",95.4,2.51,80,3.914697,368,70.8,14778,"F1-20-MAGs016 sp._LV_26_17. Southern Mid-Gulf_2023","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,NA,"Planctomycetaceae bacterium","PRJNA1119566","SAMN41711882",2023
"382","samp_4435_semibin_319","samp_4435","17. Southern Mid-Gulf","Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae","UBA12189","",87.99,1.71,0,1.308341,71,45.7,49624,"UBA12189 sp._LV_26_17. Southern Mid-Gulf_2023","Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae",NA,NA,"Holophagaceae bacterium","PRJNA1119566","SAMN41711883",2023
"383","samp_4435_VAMB_773","samp_4435","17. Southern Mid-Gulf","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","JACTMZ01","JACTMZ01","",82.77,21,87.23,1.977442,1273,61.7,1802,"JACTMZ01 sp._LV_26_17. Southern Mid-Gulf_2023","Bacteria","Verrucomicrobiota","Spartobacteria","Chthoniobacterales",NA,NA,NA,"Chthoniobacterales bacterium","PRJNA1119566","SAMN41711884",2023
"384","samp_4435_VAMB_791","samp_4435","17. Southern Mid-Gulf","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","UBA1997","SYAR01","",84.09,0,0,1.237871,689,31.6,2522,"SYAR01 sp._LV_26_17. Southern Mid-Gulf_2023","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,"Alphaproteobacteria bacterium","PRJNA1119566","SAMN41711885",2023
"385","samp_4435_VAMB_793","samp_4435","17. Southern Mid-Gulf","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","UBA952","",91.46,21.11,32.14,2.221077,1444,36.4,1975,"UBA952 sp._LV_26_17. Southern Mid-Gulf_2023","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Crocinitomicaceae",NA,NA,"Crocinitomicaceae bacterium","PRJNA1119566","SAMN41711886",2023
"386","samp_4435_VAMB_825","samp_4435","17. Southern Mid-Gulf","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","UBA10511","UBA10511","",89.61,1.25,50,6.491518,1843,66.6,4722,"UBA10511 sp._LV_26_17. Southern Mid-Gulf_2023","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,NA,"Planctomycetaceae bacterium","PRJNA1119566","SAMN41711887",2023
"387","samp_4435_VAMB_897","samp_4435","17. Southern Mid-Gulf","Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","NICIL-2","","",87.87,6.43,24,2.322339,1307,59.7,2344,"NICIL-2 bacterium_LV_26_17. Southern Mid-Gulf_2023","Bacteria","Candidatus Kapabacteria",NA,NA,NA,NA,NA,"Candidatus Kapabacteria bacterium","PRJNA1119566","SAMN41711888",2023
"388","samp_4435_VAMB_922","samp_4435","17. Southern Mid-Gulf","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","MAG-120802","",75.86,14.66,83.33,1.236053,311,47.4,7193,"MAG-120802 sp._LV_26_17. Southern Mid-Gulf_2023_1","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711889",2023
"389","samp_4435_VAMB_975","samp_4435","17. Southern Mid-Gulf","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","AcAMD-5","ATZT02","",81.45,2.71,75,1.307981,201,35.1,11139,"ATZT02 sp._LV_26_17. Southern Mid-Gulf_2023","Bacteria","Actinomycetota","Actinomycetes",NA,NA,NA,NA,"Actinomycetes bacterium","PRJNA1119566","SAMN41711890",2023
"390","samp_4435_VAMB_979","samp_4435","17. Southern Mid-Gulf","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","MAG-120802","",77.37,4.65,50,1.154091,274,44.5,6871,"MAG-120802 sp._LV_26_17. Southern Mid-Gulf_2023_2","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales",NA,NA,NA,"Actinomycetales bacterium","PRJNA1119566","SAMN41711891",2023
"391","samp_4436_concoct_82","samp_4436","18. Awach River Mouth","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Microcystis","Microcystis aeruginosa_D",89.1,9.5,80.36,4.090998,2115,42.9,2021,"Microcystis aeruginosa_D_LV_27_18. Awach River Mouth_2023","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Microcystaceae","Microcystis","Microcystis aeruginosa","Microcystis aeruginosa","PRJNA1119566","SAMN41711892",2023
"392","samp_4436_concoct_92","samp_4436","18. Awach River Mouth","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Pirellula_B","",75.34,0.99,100,4.22016,1875,52.6,2512,"Pirellula_B sp._LV_27_18. Awach River Mouth_2023","Bacteria","Planctomycetota",NA,NA,NA,NA,NA,"Planctomycetota bacterium","PRJNA1119566","SAMN41711893",2023
"393","samp_4436_maxbin_65","samp_4436","18. Awach River Mouth","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","Nanopelagicus","Nanopelagicus sp016870455",88.48,23.84,83.33,1.18439,247,42,5461,"Nanopelagicus sp016870455_LV_27_18. Awach River Mouth_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711894",2023
"394","samp_4436_metadecoder_306","samp_4436","18. Awach River Mouth","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","S36-B12","CAIKZY01","",81.26,1.49,20,1.976218,234,64.9,9741,"CAIKZY01 sp._LV_27_18. Awach River Mouth_2023","Bacteria","Actinomycetota","Actinomycetes",NA,NA,NA,NA,"Actinomycetes bacterium","PRJNA1119566","SAMN41711895",2023
"395","samp_4436_VAMB_162","samp_4436","18. Awach River Mouth","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Dolichospermum","",90.7,7.81,35.56,4.212416,4570,37.1,1166,"Dolichospermum sp._LV_27_18. Awach River Mouth_2023","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp.","PRJNA1119566","SAMN41711442",2023
"396","samp_4436_VAMB_227","samp_4436","18. Awach River Mouth","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","","",96.62,1.71,25,5.163359,1278,58.1,6254,"Pirellulaceae bacterium_LV_27_18. Awach River Mouth_2023","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae",NA,NA,"Pirellulaceae bacterium","PRJNA1119566","SAMN41711896",2023
"397","samp_4436_VAMB_230","samp_4436","18. Awach River Mouth","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter","Polynucleobacter victoriensis",88.84,24.16,77.14,1.718374,1572,43.4,1439,"Polynucleobacter victoriensis_LV_27_18. Awach River Mouth_2023","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter","Polynucleobacter victoriensis","Polynucleobacter victoriensis","PRJNA1119566","SAMN41711897",2023
"398","samp_4436_VAMB_247","samp_4436","18. Awach River Mouth","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","UBA10511","UBA10511","",80.45,8.09,33.33,6.293711,5627,66.5,1429,"UBA10511 sp._LV_27_18. Awach River Mouth_2023","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,NA,"Planctomycetaceae bacterium","PRJNA1119566","SAMN41711898",2023
"399","samp_4436_VAMB_263","samp_4436","18. Awach River Mouth","Bacteria","Chloroflexota","Limnocylindria","Limnocylindrales","Limnocylindraceae","Limnocylindrus","",75.46,4.86,72.73,1.074172,673,62.8,2233,"Limnocylindrus sp._LV_27_18. Awach River Mouth_2023","Bacteria","Chloroflexota",NA,NA,NA,NA,NA,"Chloroflexota bacterium","PRJNA1119566","SAMN41711899",2023
"400","samp_4436_VAMB_264","samp_4436","18. Awach River Mouth","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Pirellula_B","Pirellula_B sp018969045",97.58,0,0,4.909925,340,52.5,21238,"Pirellula_B sp018969045_LV_27_18. Awach River Mouth_2023","Bacteria","Planctomycetota",NA,NA,NA,NA,NA,"Planctomycetota bacterium","PRJNA1119566","SAMN41711900",2023
"401","samp_4436_VAMB_666","samp_4436","18. Awach River Mouth","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Fonsibacter","",73.81,22.7,17.02,8.589764,17923,46.7,485,"Fonsibacter sp._LV_27_18. Awach River Mouth_2023","Bacteria","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales",NA,NA,NA,"Candidatus Pelagibacterales bacterium","PRJNA1119566","SAMN41711901",2023
"402","samp_4438_concoct_776","samp_4438","20. Ingra","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","F1-60-MAGs027","F1-60-MAGs027 sp016870295",84.79,18.88,71.43,1.966295,877,61.7,2483,"F1-60-MAGs027 sp016870295_LV_29_20. Ingra_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711902",2023
"403","samp_4438_concoct_811","samp_4438","20. Ingra","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","UBA954","",79.42,4.8,52.94,1.651109,673,57.2,3003,"UBA954 sp._LV_29_20. Ingra_2023","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria bacterium","PRJNA1119566","SAMN41711903",2023
"404","samp_4438_metabat2_50","samp_4438","20. Ingra","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","BACL27","",75.21,6.84,100,1.35212,341,50.2,4174,"BACL27 sp._LV_29_20. Ingra_2023","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae",NA,NA,"Acidimicrobiaceae bacterium","PRJNA1119566","SAMN41711904",2023
"405","samp_4438_metabat2_58","samp_4438","20. Ingra","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","MAG-120802","",76.08,2.41,100,1.0584,132,46.9,13707,"MAG-120802 sp._LV_29_20. Ingra_2023","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales",NA,NA,NA,"Actinomycetales bacterium","PRJNA1119566","SAMN41711905",2023
"406","samp_4438_semibin_12","samp_4438","20. Ingra","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Fonsibacter","Fonsibacter sp016882185",78.11,1.92,66.67,0.784843,135,30,6956,"Fonsibacter sp016882185_LV_29_20. Ingra_2023","Bacteria","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales",NA,NA,NA,"Candidatus Pelagibacterales bacterium","PRJNA1119566","SAMN41711906",2023
"407","samp_4438_VAMB_133","samp_4438","20. Ingra","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","BACL27","BACL27 sp016870935",84.25,12.75,60.87,1.724326,1338,58.2,1742,"BACL27 sp016870935_LV_29_20. Ingra_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711907",2023
"408","samp_4438_VAMB_73","samp_4438","20. Ingra","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Dolichospermum","",75.51,6.38,10.53,3.581573,5121,37.3,795,"Dolichospermum sp._LV_29_20. Ingra_2023","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp.","PRJNA1119566","SAMN41711908",2023
"409","samp_4438_VAMB_76","samp_4438","20. Ingra","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Pirellula_B","",86.17,8.5,30.77,5.051798,4305,52.5,1535,"Pirellula_B sp._LV_29_20. Ingra_2023","Bacteria","Planctomycetota",NA,NA,NA,NA,NA,"Planctomycetota bacterium","PRJNA1119566","SAMN41711909",2023
"410","samp_4438_VAMB_77","samp_4438","20. Ingra","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","SXXK01","",81.65,4.23,66.67,5.693506,5453,58.7,1344,"SXXK01 sp._LV_29_20. Ingra_2023","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,NA,"Planctomycetaceae bacterium","PRJNA1119566","SAMN41711910",2023
"411","samp_4439_concoct_157","samp_4439","21. Kowuor","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Pirellula_B","",78.52,5.05,50,4.196338,1841,52.5,2521,"Pirellula_B sp._LV_30_21. Kowuor_2023","Bacteria","Planctomycetota",NA,NA,NA,NA,NA,"Planctomycetota bacterium","PRJNA1119566","SAMN41711911",2023
"412","samp_4439_concoct_166","samp_4439","21. Kowuor","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","RFTU01","",84.33,7.5,69.44,2.260736,1119,65.7,2134,"RFTU01 sp._LV_30_21. Kowuor_2023","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria bacterium","PRJNA1119566","SAMN41711912",2023
"413","samp_4439_concoct_169","samp_4439","21. Kowuor","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","F1-60-MAGs027","F1-60-MAGs027 sp016870295",87.88,18.09,65.62,2.134205,920,61.4,2646,"F1-60-MAGs027 sp016870295_LV_30_21. Kowuor_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711913",2023
"414","samp_4439_concoct_179","samp_4439","21. Kowuor","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","BACL27","BACL27 sp016870935",81.62,3.52,50,1.584907,597,58.3,3306,"BACL27 sp016870935_LV_30_21. Kowuor_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711914",2023
"415","samp_4439_concoct_180","samp_4439","21. Kowuor","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Microcystis","",94.92,17.83,86.67,5.994562,2544,42.2,2693,"Microcystis sp._LV_30_21. Kowuor_2023","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Microcystaceae","Microcystis",NA,"Microcystis sp.","PRJNA1119566","SAMN41711915",2023
"416","samp_4439_metabat2_32","samp_4439","21. Kowuor","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","BACL27","",78.58,9.21,93.33,1.431899,336,50.1,4654,"BACL27 sp._LV_30_21. Kowuor_2023","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae",NA,NA,"Acidimicrobiaceae bacterium","PRJNA1119566","SAMN41711916",2023
"417","samp_4439_metabat2_48","samp_4439","21. Kowuor","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","MAG-120802","MAG-120802 sp016870855",84.17,2.98,89.47,1.097336,200,48.2,6417,"MAG-120802 sp016870855_LV_30_21. Kowuor_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711917",2023
"418","samp_4439_metadecoder_860","samp_4439","21. Kowuor","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Fonsibacter","Fonsibacter sp016882185",86.75,0,0,0.845159,122,29.6,8243,"Fonsibacter sp016882185_LV_30_21. Kowuor_2023","Bacteria","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales",NA,NA,NA,"Candidatus Pelagibacterales bacterium","PRJNA1119566","SAMN41711918",2023
"419","samp_4439_VAMB_305","samp_4439","21. Kowuor","Bacteria","Bacteroidota","Bacteroidia","UBA7662","UBA7662","SYHX01","SYHX01 sp009927485",76.59,16.71,47.69,1.94506,2459,51.3,905,"SYHX01 sp009927485_LV_30_21. Kowuor_2023","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41711919",2023
"420","samp_4439_VAMB_313","samp_4439","21. Kowuor","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","MAG-120802","MAG-120802 sp016870835",78.57,22.75,62.69,1.367904,889,46.9,1880,"MAG-120802 sp016870835_LV_30_21. Kowuor_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711920",2023
"421","samp_4439_VAMB_406","samp_4439","21. Kowuor","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","VGXF01","VGXF01 sp016873435",82.46,5.8,27.27,1.521246,1420,60.5,1327,"VGXF01 sp016873435_LV_30_21. Kowuor_2023","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira",NA,"Nitrospira sp.","PRJNA1119566","SAMN41711921",2023
"422","samp_4439_VAMB_495","samp_4439","21. Kowuor","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","Casp-actino8","",76.77,10.14,64.29,2.12324,1326,64.4,1981,"Casp-actino8 sp._LV_30_21. Kowuor_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711922",2023
"423","samp_4439_VAMB_666","samp_4439","21. Kowuor","Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","OLB10","","",85.5,9.52,45.16,2.464739,1923,44.4,1509,"OLB10 bacterium_LV_30_21. Kowuor_2023","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41711923",2023
"424","samp_4440_concoct_565","samp_4440","22. Oluch","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Microcystis","Microcystis panniformis",87.41,6.96,75,4.126967,2123,43,2036,"Microcystis panniformis_LV_31_22. Oluch_2023","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Microcystaceae","Microcystis","Microcystis aeruginosa","Microcystis aeruginosa","PRJNA1119566","SAMN41711924",2023
"425","samp_4440_concoct_578","samp_4440","22. Oluch","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","BACL27","",86.32,12.58,84.21,1.722423,815,50.3,2357,"BACL27 sp._LV_31_22. Oluch_2023","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae",NA,NA,"Acidimicrobiaceae bacterium","PRJNA1119566","SAMN41711925",2023
"426","samp_4440_concoct_593","samp_4440","22. Oluch","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","F1-60-MAGs027","F1-60-MAGs027 sp016870295",77.98,9.35,70.59,1.420602,796,62,1821,"F1-60-MAGs027 sp016870295_LV_31_22. Oluch_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711926",2023
"427","samp_4440_VAMB_40","samp_4440","22. Oluch","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","SXXK01","",84.12,12,42.86,5.776492,5724,58.8,1297,"SXXK01 sp._LV_31_22. Oluch_2023","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,NA,"Planctomycetaceae bacterium","PRJNA1119566","SAMN41711927",2023
